idx,product_name,url,crawl_status,image_count,image_status,image_types,print_area_status,spec_count,spec_status,spec_keys,crawled_at,json_path
577,60ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=577,성공,4,성공,"additional_2,unknown,main",없음,3,완료,"Phone,Fax,Email",2025-10-18T12:34:31.721708,products/idx_577.json
578,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=578,성공,4,성공,"additional_2,unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:36:16.214180,products/idx_578.json
579,230ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=579,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:52:08.942700,products/idx_579.json
580,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=580,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:54:35.581382,products/idx_580.json
581,500ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=581,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T13:04:45.627359,products/idx_581.json
582,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=582,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:53:13.755227,products/idx_582.json
583,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=583,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:36:54.866086,products/idx_583.json
584,60ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=584,성공,3,성공,"additional_2,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:59:45.000571,products/idx_584.json
585,250ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=585,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:45:43.745277,products/idx_585.json
587,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=587,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:37:33.211918,products/idx_587.json
588,200ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=588,성공,1,성공,main,없음,3,완료,"Phone,Fax,Email",2025-10-18T12:51:03.583844,products/idx_588.json
589,350ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=589,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:44:38.690771,products/idx_589.json
590,130ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=590,성공,1,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T13:00:32.280068,products/idx_590.json
592,120ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=592,성공,2,성공,main,성공,3,완료,"Phone,Fax,Email",2025-10-18T12:39:05.325846,products/idx_592.json
593,300ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=593,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:46:59.078180,products/idx_593.json
594,100ml 브로우용기,http://chungjinkorea.com/kr/product/view.php?idx=594,성공,2,성공,"unknown,main",성공,3,완료,"Phone,Fax,Email",2025-10-18T12:56:49.873369,products/idx_594.json
